F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_48_752.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_48_752.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_48_752.jpg, 0, 0, 0, 7.793844E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_48_855.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_48_855.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_48_855.jpg, 0, 0, 0, 7.860114E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_48_963.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_48_963.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_48_963.jpg, 0, 0, 0, 7.83103E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_066.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_066.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_066.jpg, 0, 0, 0, 8.121258E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_168.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_168.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_168.jpg, 0, 0, 0, 7.750079E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_270.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_270.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_270.jpg, 0, 0, 0, 7.827648E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_371.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_371.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_371.jpg, 0, 0, 0, 7.836592E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_474.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_474.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_474.jpg, 0, 0, 0, 7.819243E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_577.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_577.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_577.jpg, 0, 0, 0, 8.087287E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_681.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_681.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_681.jpg, 0, 0, 0, 7.98011E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_784.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_784.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_784.jpg, 0, 0, 0, 8.174961E-05
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_887.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_887.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_887.jpg, 0, 0.08597509, 0, 0.03343931
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_49_987.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_49_987.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_49_987.jpg, 0, 0.3737485, 0, 0.3272084
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_088.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_088.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_088.jpg, 0, 0.6766582, 0, 0.9705106
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_189.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_189.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_189.jpg, 0, 0.9755113, 0, 2.019404
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_293.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_293.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_293.jpg, 0, 1, 0, 3.196467
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_402.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_402.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_402.jpg, -0.2108547, 1, 0, 4.598864
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_505.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_505.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_505.jpg, -0.08551709, 1, 0, 5.751475
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_607.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_607.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_607.jpg, 0, 1, 0, 6.896645
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_706.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_706.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_706.jpg, 0, 1, 0, 8.034231
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_807.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_807.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_807.jpg, 0, 1, 0, 9.160842
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_50_908.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_50_908.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_50_908.jpg, -0.1811259, 1, 0, 10.26769
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_51_016.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_51_016.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_51_016.jpg, -0.2064118, 1, 0, 11.34037
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_51_122.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_51_122.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_51_122.jpg, 0, 1, 0, 12.48286
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_51_225.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_51_225.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_51_225.jpg, 0, 1, 0, 13.81165
F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\center_2019_02_07_01_24_51_329.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\left_2019_02_07_01_24_51_329.jpg, F:\Artificial_Intelligence\Machine_Learning\Machine learning Assignments\Computer_Vision\Self_Driving\Data\IMG\right_2019_02_07_01_24_51_329.jpg, 0, 1, 0, 14.73543
